target,inputs,num_large,num_solutions
422,10;10;7;7;8;10,0,14
504,9;9;6;2;3;3,0,116
331,5;10;4;6;5;1,0,39
451,10;2;7;3;10;7,0,13
115,100;100;25;9;9;5,3,89
554,75;25;50;5;2;2,3,21
294,50;100;25;4;8;2,3,89
260,100;50;50;10;4;4,3,332
652,3;5;9;3;3;8,0,3
956,8;6;3;7;5;1,0,3
591,25;25;2;7;1;3,2,32
676,100;100;4;10;7;6,2,37
602,75;50;50;1;3;7,3,4
788,75;25;25;50;3;1,4,0
416,4;1;10;1;8;3,0,74
382,50;50;100;3;3;9,3,51
542,25;25;25;100;5;7,4,0
382,25;25;50;9;6;8,3,135
809,50;100;25;50;7;3,4,0
646,100;50;50;25;1;9,4,2
870,50;25;7;7;5;1,2,22
377,50;50;50;6;3;4,3,9
502,4;3;4;10;9;7,0,9
250,9;10;2;9;3;10,0,66
408,100;25;100;6;8;8,3,57
217,75;50;100;50;8;1,4,35
336,100;4;5;3;1;8,1,143
576,75;50;3;9;3;5,2,61
886,2;8;2;3;3;3,0,0
460,100;100;75;6;8;8,3,14
491,50;25;1;3;4;6,2,32
721,25;25;3;3;2;3,2,0
244,75;50;50;5;7;4,3,28
979,100;6;1;1;9;10,1,20
417,75;25;50;100;10;2,4,10
202,50;100;6;10;3;8,2,231
938,25;25;75;50;9;6,4,6
777,8;9;10;5;2;10,0,9
753,25;75;50;100;2;10,4,19
262,75;10;10;4;5;5,1,8
914,25;75;50;50;10;1,4,0
244,50;75;100;50;4;6,4,73
372,50;100;100;3;5;2,3,47
423,25;25;75;6;1;3,3,21
561,50;75;25;50;4;5,4,0
155,50;75;50;75;3;8,4,542
799,50;75;25;100;7;3,4,8
178,50;50;50;100;5;9,4,10
286,25;25;9;9;8;6,2,30
744,50;25;25;5;5;1,3,12
472,5;7;8;4;1;7,0,25
263,100;100;100;5;3;1,3,6
155,100;100;8;6;7;7,2,30
961,25;2;3;5;9;7,1,10
686,50;8;2;9;4;5,1,49
761,75;100;25;5;4;4,3,15
502,6;10;6;4;4;10,0,2
411,2;4;9;7;2;4,0,0
511,9;6;3;6;3;1,0,0
268,75;7;1;5;5;2,1,24
786,25;5;2;10;1;10,1,0
599,10;5;9;6;9;4,0,8
739,75;75;75;25;7;1,4,0
660,100;25;50;6;9;3,3,46
159,50;50;100;10;8;2,3,60
242,25;50;25;7;5;9,3,49
839,50;75;25;1;7;6,3,0
853,50;50;100;1;3;8,3,14
354,75;7;9;4;6;7,1,63
607,25;25;50;75;7;6,4,50
494,7;7;4;5;3;4,0,10
860,100;6;9;8;8;6,1,30
970,100;10;9;6;1;5,1,192
516,100;10;6;10;5;9,1,201
372,50;100;50;50;10;10,4,0
511,50;3;6;1;2;3,1,7
634,4;2;1;3;10;3,0,0
174,75;25;100;9;1;9,3,118
539,25;100;50;25;2;5,4,9
538,100;100;50;50;9;9,4,2
767,100;3;2;7;7;7,1,9
769,75;25;6;10;7;3,2,8
214,50;50;75;25;9;7,4,12
492,50;1;6;4;9;7,1,82
979,25;100;8;6;7;4,2,38
604,75;10;8;4;7;10,1,71
309,75;75;50;8;1;2,3,16
340,75;25;50;50;1;1,4,0
230,100;50;25;6;1;7,3,243
847,100;100;75;50;8;3,4,89
845,7;3;8;5;7;3,0,0
876,10;10;8;7;3;4,0,19
307,25;100;75;8;6;8,3,12
850,9;9;7;3;5;6,0,0
240,2;1;6;4;8;3,0,353
388,25;50;50;9;4;8,3,189
634,25;7;2;6;6;2,1,8
879,75;75;75;75;9;1,4,0
897,100;9;5;2;7;6,1,97
162,3;6;10;6;8;5,0,344
369,1;9;7;9;2;2,0,22
489,100;100;6;4;2;2,2,3
320,3;3;3;10;4;2,0,53
172,100;25;25;25;2;1,4,216
721,25;100;2;3;10;7,2,62
311,50;50;9;1;6;6,2,30
579,100;50;100;100;3;6,4,2
308,100;75;4;1;3;2,2,52
322,75;75;75;100;7;4,4,237
692,100;6;7;9;6;1,1,157
780,25;75;9;7;9;10,2,27
337,100;75;50;8;4;2,3,138
478,100;9;5;4;3;7,1,77
772,50;75;2;4;7;2,2,16
523,7;2;2;3;7;6,0,0
852,2;4;1;1;9;5,0,0
133,25;50;9;9;1;4,2,81
673,25;5;3;4;7;4,1,6
293,100;50;100;7;6;2,3,82
952,50;8;3;5;3;9,1,15
444,50;75;5;4;5;2,2,43
761,25;3;1;6;8;3,1,0
504,100;50;100;50;9;6,4,54
978,75;75;100;5;6;5,3,0
868,50;50;25;3;1;10,3,15
469,75;5;7;6;3;1,1,138
510,75;75;10;9;4;1,2,21
880,100;25;100;7;1;7,3,0
825,100;75;50;100;6;7,4,148
145,25;75;50;75;6;9,4,98
736,25;100;25;50;8;9,4,21
236,50;50;9;7;8;7,2,18
899,25;25;50;4;7;8,3,38
943,25;50;100;50;5;2,4,3
510,75;75;3;2;8;2,2,29
433,6;7;5;10;9;9,0,43
655,75;50;25;7;3;2,3,25
501,100;75;100;1;3;1,3,16
826,25;25;9;8;7;10,2,25
739,25;100;1;9;7;4,2,119
296,75;75;3;6;7;5,2,260
204,4;1;10;3;5;7,0,129
376,100;100;50;50;10;3,4,6
113,25;100;75;10;4;3,3,298
825,75;50;75;2;9;8,3,118
391,7;3;2;1;8;5,0,6
529,100;75;75;5;3;6,3,22
366,25;50;100;10;9;10,3,62
382,100;3;6;6;4;1,1,27
345,75;7;9;3;2;5,1,263
432,5;5;10;9;2;1,0,54
972,25;100;100;8;7;5,3,31
981,50;100;75;100;7;5,4,0
466,9;4;9;1;5;1,0,0
645,25;6;6;7;1;6,1,0
875,50;10;1;6;7;7,1,19
707,75;4;5;2;3;4,1,18
810,25;10;2;6;3;8,1,214
211,50;25;25;6;1;5,3,65
995,75;100;75;100;6;1,4,4
967,1;5;4;7;8;2,0,0
737,100;50;5;1;2;1,2,0
764,6;7;3;6;6;7,0,0
314,50;75;1;7;5;8,2,139
618,100;25;1;6;4;6,2,50
299,50;75;50;100;10;4,4,3
212,50;75;7;6;6;5,2,75
151,50;5;6;4;5;5,1,68
988,25;75;100;3;5;6,3,3
550,50;100;1;8;7;4,2,119
991,100;100;50;100;10;9,4,50
124,25;50;2;4;5;3,2,745
849,50;1;7;9;9;8,1,34
260,75;75;5;5;5;4,2,38
247,3;2;2;4;3;2,0,0
663,25;1;9;5;3;6,1,64
954,25;25;50;4;2;8,3,7
824,25;25;4;9;6;10,2,21
311,50;50;8;10;9;7,2,171
378,25;100;9;10;7;1,2,33
975,75;100;7;1;8;4,2,68
988,75;25;5;1;3;3,2,9
427,7;3;7;10;5;5,0,35
689,25;10;5;6;2;10,1,12
565,100;50;50;50;8;3,4,0
322,1;4;8;10;5;5,0,19
155,25;50;75;3;7;2,3,549
899,50;50;100;7;4;6,3,3
230,3;10;9;6;5;3,0,111
125,75;7;2;6;1;2,1,115
855,6;7;9;8;2;10,0,35
698,25;2;6;1;4;6,1,5
622,25;75;75;25;1;6,4,3
885,100;25;25;100;5;2,4,30
977,25;75;4;9;5;9,2,34
875,100;25;100;4;9;1,3,82
790,4;4;6;7;3;9,0,3
768,2;3;5;9;8;6,0,153
664,25;75;50;1;1;5,3,0
723,50;25;100;25;5;3,4,30
631,25;10;4;5;2;6,1,49
275,50;50;50;4;3;3,3,7
547,75;100;75;100;2;10,4,0
159,25;75;100;5;2;6,3,1049
793,50;7;2;7;5;9,1,27
878,5;6;4;4;1;3,0,0
859,3;6;10;6;3;9,0,0
436,75;50;100;25;5;7,4,21
383,100;3;1;9;7;2,1,14
972,25;25;50;25;3;1,4,0
596,4;2;3;7;3;2,0,0
842,75;50;100;100;4;8,4,21
627,100;75;75;10;10;7,3,3
382,75;6;4;3;1;5,1,92
128,75;50;1;7;8;10,2,203
789,100;25;100;25;2;9,4,7
289,10;5;9;2;4;7,0,96
889,75;75;25;100;6;4,4,0
187,50;9;6;9;10;1,1,18
565,25;75;5;1;6;9,2,52
156,25;25;50;100;9;9,4,43
153,100;25;25;9;2;8,3,581
478,25;50;75;75;2;3,4,21
450,5;5;1;9;9;8,0,54
878,75;75;100;50;5;9,4,2
497,10;1;8;6;4;9,0,11
664,3;3;4;9;3;7,0,0
472,75;7;3;9;10;1,1,61
861,75;25;100;8;4;9,3,29
452,25;75;1;3;10;3,2,18
441,50;25;50;10;2;5,3,2
438,50;6;2;2;2;10,1,61
448,50;4;10;3;7;3,1,175
261,100;25;75;4;4;6,3,6
291,50;25;75;1;8;3,3,153
515,50;100;75;100;8;1,4,3
441,50;50;25;50;5;8,4,2
127,50;50;50;50;2;2,4,38
173,50;25;4;4;5;8,2,137
128,25;7;10;5;7;4,1,203
667,25;25;50;2;6;3,3,15
154,25;5;3;7;6;7,1,422
774,100;50;6;9;4;5,2,63
236,100;25;6;4;1;5,2,143
427,75;2;5;1;1;10,1,39
726,1;1;9;8;3;2,0,0
952,100;75;2;3;7;8,2,48
439,75;9;2;7;3;2,1,52
243,100;25;7;6;6;6,2,129
174,50;50;25;3;6;9,3,102
218,25;100;2;2;5;4,2,245
631,75;100;25;50;3;4,4,9
987,50;100;25;1;9;3,3,22
673,100;50;50;50;6;2,4,0
386,100;100;100;75;3;3,4,0
664,25;10;5;2;4;6,1,9
877,50;2;10;2;10;6,1,0
384,50;9;5;8;5;5,1,17
552,100;75;4;6;1;2,2,83
347,100;100;75;9;9;7,3,69
284,100;5;6;7;5;10,1,24
562,6;1;4;2;5;8,0,3
377,6;4;9;8;1;4,0,8
583,100;3;2;9;8;2,1,21
187,8;10;10;9;1;2,0,93
605,100;6;8;7;1;1,1,19
199,100;75;7;8;6;3,2,1098
656,25;50;50;9;5;1,3,10
146,50;6;6;3;1;2,1,181
176,100;75;1;9;3;7,2,329
476,25;25;25;75;3;9,4,6
994,100;8;5;5;2;1,1,25
868,75;75;9;2;8;5,2,9
486,75;75;25;75;7;9,4,5
683,5;7;5;7;9;6,0,4
648,25;75;50;3;1;5,3,61
518,1;4;1;9;7;9,0,2
363,75;10;5;1;7;1,1,23
273,75;5;7;3;4;7,1,236
498,25;25;25;25;10;9,4,0
680,25;1;3;1;7;5,1,12
882,50;100;7;9;5;6,2,192
123,75;5;9;7;2;4,1,217
198,25;5;10;3;6;2,1,347
327,100;100;7;1;9;3,2,9
922,75;100;100;5;2;6,3,17
253,75;100;25;3;5;2,3,348
682,75;25;75;25;7;6,4,23
525,25;75;25;7;5;7,3,135
486,7;8;8;1;4;1,0,0
299,75;25;100;8;7;10,3,79
736,25;10;9;2;6;6,1,35
684,50;75;100;75;10;1,4,1
434,100;50;4;8;7;3,2,84
847,9;6;8;8;10;6,0,0
734,50;50;75;3;1;9,3,12
250,2;4;7;3;8;9,0,111
993,100;50;75;8;6;1,3,30
752,50;25;5;1;7;2,2,25
876,50;9;6;3;1;2,1,52
801,25;50;25;75;1;9,4,29
108,50;25;25;6;8;8,3,256
694,10;6;1;9;2;7,0,12
339,75;9;6;8;1;1,1,9
320,75;75;5;3;9;1,2,45
617,25;1;6;5;4;1,1,6
983,25;10;10;1;6;1,1,0
953,8;1;10;9;5;6,0,7
501,25;75;4;3;9;7,2,91
281,50;2;2;3;10;1,1,35
195,100;100;75;10;2;1,3,57
444,50;4;10;8;5;1,1,74
645,25;100;3;6;10;2,2,56
872,50;10;5;3;7;5,1,36
961,25;75;50;25;3;9,4,0
416,100;75;25;25;10;9,4,60
852,50;75;3;1;1;7,2,9
928,25;50;50;6;9;8,3,28
404,5;8;8;1;2;8,0,1
283,1;4;6;7;1;8,0,18
332,5;6;8;9;10;1,0,27
164,75;100;25;9;9;9,3,2
619,75;25;50;50;2;10,4,0
192,75;50;10;6;5;10,2,42
678,50;25;5;5;2;2,2,0
539,50;100;25;4;10;6,3,166
886,1;7;9;5;4;6,0,3
331,50;100;50;25;7;3,4,40
461,100;3;2;1;9;1,1,6
956,50;50;7;8;8;4,2,3
564,9;5;4;8;10;5,0,29
334,50;100;75;25;5;10,4,17
235,25;100;1;4;9;6,2,59
727,75;50;10;1;4;3,2,27
363,25;75;10;1;6;7,2,37
910,50;5;6;6;8;6,1,0
879,50;25;100;100;10;8,4,0
336,75;25;9;2;1;7,2,123
694,100;1;4;2;8;6,1,57
503,50;50;100;3;5;3,3,101
308,50;25;6;9;9;4,2,68
779,25;100;75;75;1;8,4,0
403,100;10;10;5;9;6,1,61
504,2;4;6;9;10;1,0,133
942,50;6;3;10;4;3,1,24
523,75;25;100;5;7;5,3,22
386,50;7;10;9;6;1,1,63
612,75;100;4;4;2;10,2,60
836,50;10;8;6;7;8,1,24
785,75;25;75;6;6;8,3,0
920,75;75;6;9;8;7,2,14
179,25;100;50;3;2;1,3,1251
441,25;25;3;6;10;3,2,16
601,2;9;2;7;2;5,0,0
768,3;1;3;3;2;7,0,0
382,25;50;100;100;8;9,4,34
328,8;9;2;10;5;8,0,135
342,100;50;2;4;3;7,2,287
627,75;100;10;8;3;7,2,78
612,50;100;100;1;8;4,3,79
833,75;100;25;25;4;10,4,0
594,25;6;1;7;6;5,1,17
855,25;100;75;3;8;8,3,107
850,50;75;25;6;3;5,3,309
639,50;25;25;25;5;9,4,42
109,100;1;8;2;5;7,1,2011
868,25;25;100;75;2;7,4,39
240,25;4;5;8;3;10,1,851
933,75;50;25;4;8;5,3,58
697,50;50;6;5;2;7,2,53
122,100;1;7;6;1;6,1,27
146,75;25;2;6;4;9,2,326
266,100;25;100;75;9;9,4,27
332,75;100;6;4;6;2,2,65
646,50;25;25;100;7;8,4,7
358,75;9;6;5;7;1,1,85
691,4;9;1;3;4;10,0,1
171,100;6;7;2;3;1,1,113
808,50;75;100;25;4;8,4,61
423,100;50;50;8;4;8,3,11
226,10;7;7;10;4;2,0,37
491,75;7;4;5;3;1,1,31
162,100;6;9;2;2;9,1,67
646,25;25;75;2;8;8,3,12
187,75;25;100;100;3;8,4,28
359,50;75;9;5;7;6,2,73
579,25;100;100;25;4;8,4,8
822,50;50;3;6;8;8,2,13
153,6;7;1;7;1;1,0,2
956,3;1;8;7;1;1,0,0
440,25;25;3;1;7;4,2,16
816,75;25;25;1;1;2,3,0
640,100;9;2;9;3;10,1,97
421,25;50;50;25;3;5,4,1
305,4;9;3;10;6;6,0,9
664,1;8;4;4;7;1,0,3
312,25;50;50;9;2;7,3,19
318,100;50;75;50;4;10,4,7
778,100;25;25;4;9;2,3,12
707,50;25;25;75;5;2,4,30
893,25;25;100;8;8;1,3,4
949,50;9;5;8;8;6,1,37
590,75;75;75;50;3;5,4,24
446,100;50;9;8;2;5,2,77
702,25;100;50;100;5;10,4,6
455,25;50;50;9;8;10,3,30
825,100;50;100;50;1;5,4,6
202,25;100;75;4;5;1,3,910
185,25;75;5;1;4;6,2,253
562,100;5;1;2;7;7,1,8
125,100;25;1;3;9;7,2,1850
645,50;100;100;100;9;4,4,0
354,75;75;10;4;2;4,2,6
293,50;50;6;1;7;10,2,49
163,10;3;1;9;7;6,0,158
830,100;25;100;25;7;6,4,0
390,4;8;10;9;2;10,0,145
472,75;8;10;7;4;4,1,35
743,6;5;8;3;7;2,0,9
476,1;4;5;1;5;4,0,3
474,100;4;8;3;1;10,1,19
600,25;50;50;25;1;5,4,132
834,25;2;4;6;7;4,1,19
595,50;25;50;9;2;10,3,41
433,7;10;2;5;3;4,0,11
145,8;5;2;5;10;8,0,173
822,75;6;7;7;8;5,1,27
345,25;75;100;75;10;8,4,61
671,9;1;6;9;10;4,0,12
161,75;100;10;4;2;6,2,1308
686,100;75;75;5;8;10,3,2
727,25;4;8;10;7;3,1,26
126,7;3;1;6;5;4,0,664
163,50;75;5;9;10;7,2,290
452,1;3;8;10;9;2,0,10
922,100;7;4;7;10;4,1,7
762,8;8;7;5;1;9,0,6
800,100;25;25;5;10;9,3,315
676,75;75;75;25;9;3,4,29
958,2;10;9;10;7;4,0,5
556,100;25;75;8;10;2,3,10
431,50;75;2;4;4;8,2,16
527,1;3;8;5;5;9,0,3
298,100;75;7;4;10;10,2,79
526,75;25;75;75;10;6,4,0
769,50;25;9;5;3;4,2,4
208,100;100;7;2;1;6,2,130
797,7;5;5;8;6;6,0,0
299,2;1;3;8;6;1,0,4
536,50;50;2;6;9;3,2,22
616,100;25;1;7;7;8,2,32
381,8;3;2;3;1;5,0,4
886,100;100;8;3;6;4,2,47
280,50;50;100;100;8;5,4,75
682,100;75;100;3;10;3,3,16
232,25;50;9;2;4;10,2,285
704,75;25;100;100;10;3,4,7
699,25;75;100;4;5;9,3,35
603,1;4;1;2;9;1,0,0
819,50;9;9;3;9;1,1,9
909,100;75;25;75;10;9,4,128
782,5;6;5;10;4;10,0,0
275,50;2;9;2;1;4,1,61
719,75;75;50;75;10;3,4,1
655,50;100;25;10;3;9,3,79
888,100;8;3;4;6;3,1,148
494,50;25;75;3;9;7,3,131
567,25;50;75;75;6;6,4,8
418,50;75;50;3;8;8,3,5
514,50;75;1;8;1;8,2,0
141,50;25;10;5;9;4,2,258
447,75;10;3;9;4;6,1,136
160,25;8;10;9;8;2,1,338
788,100;50;50;100;1;1,4,0
683,25;100;100;100;7;5,4,3
703,100;9;10;7;3;3,1,62
608,50;50;75;3;4;9,3,45
957,25;75;75;7;1;3,3,0
644,100;3;5;2;1;7,1,44
941,50;100;50;3;1;7,3,0
195,75;100;100;25;3;6,4,75
326,50;25;100;7;10;3,3,66
999,25;100;25;25;3;7,4,4
799,75;75;50;1;10;2,3,53
870,75;7;3;7;5;3,1,36
762,25;100;25;10;3;10,3,31
483,100;10;1;3;2;3,1,37
583,100;3;3;3;8;6,1,47
141,75;10;5;6;9;8,1,300
209,25;25;75;50;4;2,4,14
299,25;25;1;7;6;5,2,59
648,25;5;6;3;4;2,1,118
103,75;25;8;5;4;1,2,269
869,75;100;50;3;1;1,3,0
839,25;100;75;8;7;1,3,6
413,50;10;1;7;9;1,1,47
326,50;75;5;4;2;10,2,115
169,50;9;5;3;2;9,1,88
764,100;100;4;6;9;7,2,10
953,75;100;75;100;4;5,4,0
596,50;25;100;25;5;2,4,0
260,25;75;7;3;9;1,2,109
432,25;25;75;10;4;3,3,80
448,25;75;75;5;2;1,3,19
164,50;9;10;5;2;2,1,104
231,6;7;5;7;3;5,0,145
197,100;75;25;9;5;1,3,923
102,25;50;100;75;6;6,4,268
449,75;75;4;6;8;2,2,15
292,100;75;100;100;1;8,4,12
231,75;75;100;3;6;10,3,571
773,25;50;75;7;4;9,3,13
376,75;3;1;2;6;2,1,67
161,25;75;25;50;3;1,4,5
626,25;6;8;8;9;3,1,8
338,25;100;7;6;2;4,2,50
280,100;10;8;10;4;5,1,342
409,75;75;7;1;7;9,2,15
600,25;100;50;2;5;6,3,580
733,10;7;8;9;1;2,0,13
606,25;75;50;1;4;2,3,72
530,75;25;50;4;2;4,3,2
200,6;9;9;7;1;2,0,64
324,25;100;6;9;6;7,2,71
632,25;50;50;100;10;3,4,21
486,4;4;3;2;8;5,0,70
664,100;25;25;50;4;3,4,1
552,50;9;10;9;1;10,1,17
973,25;50;100;3;4;7,3,0
253,50;50;50;3;10;5,3,92
550,7;9;10;4;5;1,0,144
213,75;100;75;50;6;1,4,2
699,50;50;50;1;3;3,3,0
407,50;8;7;7;9;6,1,82
909,100;5;7;3;6;8,1,28
432,100;75;100;50;4;6,4,66
484,25;50;100;25;6;8,4,7
829,100;50;50;100;7;2,4,0
196,100;75;25;9;10;8,3,34
692,75;10;1;2;8;10,1,25
959,50;50;100;8;3;3,3,7
786,50;25;7;2;10;6,2,18
959,100;100;75;2;7;10,3,135
739,75;50;50;2;10;4,3,2
785,50;100;10;8;9;7,2,49
902,25;1;3;4;3;1,1,21
103,100;10;4;5;6;5,1,468
616,100;75;8;2;7;7,2,191
666,75;50;50;7;6;3,3,2
188,50;75;100;10;8;7,3,66
962,100;2;2;1;4;5,1,10
156,1;6;10;2;10;4,0,158
997,100;5;10;3;9;3,1,66
599,8;9;3;5;5;6,0,7
813,100;100;6;10;8;9,2,31
482,100;100;5;4;5;4,2,0
936,25;50;10;5;9;10,2,7
522,50;75;2;1;8;3,2,32
733,50;5;3;7;1;5,1,19
743,100;8;9;5;3;4,1,38
215,9;7;9;6;7;9,0,3
479,25;50;4;10;1;1,2,117
784,100;8;8;5;2;9,1,219
152,75;100;1;9;3;7,2,99
327,25;100;25;75;6;3,4,32
727,25;25;50;100;4;7,4,37
432,50;4;1;4;10;9,1,70
104,25;75;5;10;4;4,2,352
641,4;9;10;4;4;9,0,5
455,8;1;9;10;7;7,0,35
783,2;10;5;4;2;8,0,0
222,100;100;7;8;4;7,2,37
213,100;10;3;1;5;6,1,77
349,100;100;50;75;5;4,4,12
743,75;9;3;1;1;1,1,1
597,100;100;100;1;7;3,3,49
170,8;4;9;2;8;7,0,109
697,75;7;8;9;7;6,1,34
721,9;10;1;2;9;1,0,19
179,75;75;3;1;1;3,2,1
379,25;50;75;7;1;10,3,71
869,25;9;1;3;3;9,1,0
534,4;1;2;6;1;5,0,0
565,75;100;100;1;4;1,3,0
777,50;7;7;7;4;5,1,19
407,25;50;3;1;4;1,2,1
491,75;50;8;2;6;3,2,184
932,5;9;7;8;6;3,0,6
634,50;100;50;100;7;2,4,4
146,25;25;50;4;4;10,3,40
435,100;6;8;8;8;7,1,9
601,50;50;7;2;4;6,2,35
901,7;3;8;7;6;2,0,0
866,75;100;100;100;7;4,4,0
845,100;10;5;9;4;3,1,55
322,5;1;10;7;8;6,0,119
884,50;50;100;6;8;5,3,9
304,100;100;4;8;6;8,2,99
641,75;75;100;8;4;3,3,1
730,75;100;4;2;10;7,2,91
301,50;5;8;5;1;4,1,44
409,50;25;25;2;4;9,3,121
585,50;50;75;50;5;7,4,27
377,100;7;9;1;9;10,1,1
943,100;100;2;5;6;4,2,9
530,50;75;100;50;7;4,4,12
235,100;1;7;8;3;7,1,28
831,75;100;4;7;7;5,2,50
228,75;8;4;8;10;9,1,94
487,5;9;10;1;2;5,0,0
114,75;25;50;50;4;8,4,43
345,8;3;3;2;2;7,0,13
735,100;50;100;5;9;4,3,10
199,75;75;5;1;10;9,2,54
509,100;100;75;50;8;4,4,6
600,50;50;5;1;8;5,2,64
533,75;9;2;7;3;9,1,56
824,4;3;3;8;4;7,0,9
450,8;10;1;8;2;1,0,19
724,25;50;8;9;9;3,2,48
630,75;75;100;1;6;7,3,43
756,50;9;4;2;10;5,1,89
502,50;25;2;2;7;8,2,28
123,100;5;6;4;8;9,1,400
296,25;25;75;9;9;7,3,10
498,25;5;3;3;2;2,1,12
491,1;8;8;5;9;4,0,0
208,75;2;5;1;5;5,1,21
358,3;8;4;5;2;1,0,13
796,50;25;7;8;5;2,2,7
775,100;75;3;9;4;5,2,51
195,2;2;6;6;2;5,0,3
437,100;75;100;50;9;3,4,0
128,25;25;75;1;9;1,3,0
508,25;5;5;9;1;7,1,14
577,100;25;1;3;3;8,2,11
755,100;100;6;2;1;1,2,3
144,25;25;50;8;6;6,3,144
251,25;100;50;100;9;3,4,10
488,75;25;5;7;10;4,2,124
336,100;100;100;7;7;1,3,0
887,75;50;50;75;4;5,4,0
103,25;25;50;25;7;4,4,173
896,2;4;10;10;4;9,0,17
968,75;25;100;3;6;6,3,0
732,25;100;50;5;2;5,3,15
560,50;100;50;4;5;8,3,280
247,50;75;25;1;2;8,3,35
813,75;25;5;6;5;10,2,1
793,50;100;25;50;8;10,4,6
938,4;9;7;8;8;2,0,10
200,100;25;25;75;7;1,4,293
691,4;4;3;7;9;2,0,7
670,100;50;50;100;9;9,4,0
264,5;3;10;7;2;6,0,186
998,50;25;50;50;7;4,4,0
895,9;4;5;5;2;5,0,14
207,25;25;50;50;6;5,4,39
867,25;100;25;75;1;4,4,2
190,100;50;25;2;7;7,3,58
805,50;50;25;50;1;1,4,0
293,100;50;100;100;1;8,4,59
914,25;25;50;1;6;7,3,0
693,100;100;100;1;2;10,3,6
473,50;75;3;1;7;9,2,52
262,100;25;1;8;8;6,2,14
980,8;6;7;1;2;7,0,55
283,75;25;100;4;1;6,3,16
701,3;2;8;9;1;8,0,2
815,100;25;6;7;8;10,2,78
634,25;1;6;1;3;8,1,0
594,10;10;3;7;6;9,0,89
315,100;5;7;6;8;4,1,145
930,100;50;8;1;8;10,2,33
852,25;75;25;25;4;3,4,0
698,1;5;5;9;2;8,0,0
507,4;3;10;4;9;4,0,10
244,100;75;25;1;10;2,3,63
866,50;25;50;2;4;9,3,11
355,100;100;8;3;9;1,2,7
450,75;7;3;6;8;1,1,226
370,50;50;4;5;1;1,2,2
995,25;8;6;4;8;5,1,30
132,50;8;8;1;10;10,1,55
606,25;25;50;75;10;7,4,3
844,50;25;50;25;6;9,4,60
210,75;50;10;6;9;9,2,318
939,25;25;50;25;4;7,4,0
421,75;50;3;5;4;6,2,63
939,75;50;25;1;8;7,3,8
418,75;50;6;7;7;10,2,50
163,100;50;75;4;1;5,3,11
154,75;25;1;1;4;9,2,132
685,75;75;100;10;4;1,3,9
268,100;50;25;100;2;2,4,0
178,100;100;6;3;3;10,2,292
847,100;100;75;50;1;3,4,0
564,25;8;9;10;1;1,1,3
645,25;75;100;7;2;3,3,224
919,100;10;3;7;7;6,1,8
749,75;75;100;50;1;1,4,0
645,25;100;4;6;10;4,2,39
970,75;75;100;4;7;5,3,14
933,7;7;8;4;4;6,0,0
231,100;25;75;3;6;4,3,261
188,100;25;100;7;9;6,3,117
841,3;7;4;5;8;7,0,4
743,50;50;100;25;1;10,4,0
988,25;50;4;9;8;1,2,32
107,25;75;4;2;4;6,2,267
486,75;50;50;5;1;9,3,41
600,2;1;3;8;5;8,0,88
698,75;6;1;1;3;7,1,0
119,7;7;1;4;2;3,0,208
195,75;25;50;75;9;4,4,87
187,4;1;4;2;5;4,0,7
293,25;50;50;25;8;1,4,3
484,9;9;10;1;10;9,0,0
252,100;100;25;50;3;3,4,10
470,50;100;6;8;3;10,2,186
729,25;2;4;9;9;6,1,82
891,25;100;50;1;10;4,3,16
898,5;8;7;8;4;9,0,0
296,9;8;3;10;9;8,0,37
164,75;100;1;9;8;6,2,164
257,25;25;75;9;6;5,3,5
482,50;7;4;1;2;5,1,22
399,2;10;10;10;2;8,0,2
702,100;75;75;25;9;3,4,294
335,75;25;75;4;10;3,3,54
877,100;5;4;3;6;2,1,27
133,5;3;9;7;6;6,0,184
909,75;50;6;7;7;7,2,5
410,25;100;50;5;4;8,3,151
432,75;25;75;100;10;8,4,3
689,9;2;3;4;8;7,0,7
273,25;75;8;6;1;3,2,275
521,100;75;100;1;1;8,3,0
362,100;25;7;9;3;1,2,53
328,75;5;4;4;6;1,1,89
617,100;75;1;1;10;1,2,0
905,25;75;25;8;3;10,3,12
696,100;100;75;25;9;2,4,1
821,75;6;9;9;1;3,1,0
453,100;50;50;100;10;1,4,0
549,100;100;75;100;9;7,4,2
563,75;50;100;50;4;3,4,34
479,50;1;5;3;1;6,1,1
279,3;4;8;8;1;2,0,15
625,100;75;8;4;4;9,2,125
635,75;50;100;50;7;3,4,7
434,25;2;1;2;6;4,1,23
666,75;75;25;25;3;4,4,1
413,50;75;25;3;2;9,3,11
498,75;100;50;25;7;1,4,22
789,75;25;8;2;9;6,2,46
605,25;25;25;3;7;10,3,26
492,8;4;8;4;1;3,0,9
832,25;75;100;100;1;8,4,35
826,100;50;3;1;8;3,2,8
502,50;1;6;1;5;1,1,8
859,75;4;5;10;10;2,1,3
401,25;1;6;7;4;4,1,11
913,50;100;50;50;9;9,4,0
907,25;100;50;4;6;1,3,18
160,10;8;5;4;2;4,0,898
132,75;7;6;1;7;10,1,42
400,50;25;50;25;3;8,4,334
422,50;100;6;5;9;8,2,154
836,50;25;25;4;2;6,3,6
201,10;5;5;5;2;4,0,24
607,25;100;100;7;6;10,3,68
113,7;5;4;7;8;9,0,284
546,25;6;7;3;2;10,1,80
368,25;25;7;8;10;2,2,110
844,100;25;2;10;1;5,2,0
